title,genre1,genre2,start_date,end_date,day,time,num_eps,channel,next_drama,overview,pd1,pd2,pd3,wr1,wr2,wr3,ac1,ac2,ac3,ac4,first_rate,avg_rate,rate_25,prev,prev_25
TV소설 은희,소설,,2013-06-24,2014-01-03,월~금,오전 9:00,140,kbs2,TV소설 순금의 땅,"6·25 전쟁 직전 의도치 않은 살인을 둘러싸고 세 가족의 엇갈린 운명과 화해, 그로 인한 젊은 남녀들의 굴곡진 사랑을 그린 드라마",한철경,,,안홍란,이상민,,경수진,이인,최윤소,정민진,,,,,
루비반지,,,2013-08-19,2014-01-03,월~금,오후 7:50,93,kbs2,천상여자 (天上女子),성격과 외모가 모두 다른 두 자매가 교통사고로 얼굴과 운명이 뒤바뀌는 이야기를 그린 드라마,전산,,,황순영,,,이소연,김석훈,임정은,박광현,,,,,
응답하라 1994,시대극,로맨스,2013-10-18,2013-12-28,"금, 토",오후 8:50,21,tvn,응급남녀,"1994년을 배경으로, 지방 사람들의 눈물겨운 상경기와 농구대잔치, 서태지와 아이들 등의 사회적 이슈를 담은 드라마",신원호,,,이우정,,,고아라,성동일,이일화,정우,,,,,
네 이웃의 아내,,,2013-10-14,2013-12-24,"월, 화",오후 9:45,22,jtbc,우리가 사랑할 수 있을까,무미건조한 결혼생활에 지친 두 부부가 우연히 같은 아파트에 살게 되면서 벌어지는 미스테리한 사건과 네 남녀의 비밀스러운 크로스 로맨스,이태곤,김재홍,,강지연,유원,이준영. 민선,염정아,신은경,정준호,김유석,,,,,
오로라 공주,,,2013-05-20,2013-12-20,월~금,오후 7:15,150,mbc,빛나는 로맨스,"대기업 일가 고명딸 오로라가 누나 셋과 함께 사는 완벽하지만 까칠한 소설가 황마마를 만나게 되면서 벌어지는, 당돌하고도 순수한 사랑 이야기",김정호,장준호,,임성한,,,전소민,오창석,서우림,임예진,,,,,
빠스껫 볼,,,2013-10-21,2013-12-17,"월, 화",오후 9:40,18,tvn,로맨스가 필요해 시즌3,"격랑의 1940년(1939~1948년) 한반도를 배경으로 어두운 일제치하를 '농구'란 희망을 등불 삼아 건너온 것처럼, 다가올 '분단'이라는 비극을 '농구'를 통해 극복하고자 하는 강산과 친구들의 이야기",곽정환,,,김지영,장희진,,도지한,이엘리야,정동현,박예은,,,,,
메디컬 탑팀,의학,,2013-10-09,2013-12-12,"수, 목",오후 10:00,20,mbc,미스코리아,각 분야 최고의 의사들만이 모인 의료 협진 드림팀 탄생 과정을 그리며 의료계의 적나라한 현실과 병원 내 권력 다툼을 긴장감 있게 다룬 드라마,김도훈,오현종,,윤경아,,,권상우,정려원,주지훈,오연서,,,,,
상속자들,하이틴 로맨스,학원물,2013-10-09,2013-12-12,"수, 목",오후 10:00,20,sbs,,부유층 고교생들의 사랑과 우정을 그리는 청춘 트렌디 드라마,강신효,부성철,,김은숙,,,이민호,박신혜,김우빈,정수정,,,,,
실업급여 로맨스,,,2013-10-05,2013-12-07,토,오후 11:00,10,e채널,,드라마 작가를 꿈꾸는 실업급여 수급자 승희가 실업급여센터 임시계약직 공무원으로 일하는 첫사랑 종대와 재회하며 벌어지는 이야기,최도훈,,,이수아,,,이영아,남궁민,서준영,배슬기,,,,,
코파반장의 동화수사대,어린이,,2013-08-29,2013-12-05,"수, 목",오후 4:25,24,kbs2,,"코딱지를 총처럼 쏘는 코파반장과 동료 형사 띠용, 점풍으로 구성된 동화수사대가 동화의 이야기가 뒤틀리게 된 원인을 추적해나가는 드라마",기훈석,정효영,,박현향,박정은,,문종호,조영주,유환웅,장한얼,,,,,
미래의 선택,로맨틱 코미디,,2013-10-14,2013-12-03,"월, 화",오후 10:00,16,kbs2,,보다 나은 나 자신을 위해 미래의 내가 찾아와 조언을 해주고 다른 운명을 개척할 수 있도록 새로운 선택의 방향을 제시해주는 타임슬립 드라마,권계홍,유종선,,홍진아,,,윤은혜,이동건,정용화,한채아,,,,,
못난이 주의보,,,2013-05-20,2013-11-29,월~금,오후 7:20,133,sbs,잘 키운 딸 하나,공준수의 가족을 위한 희생을 통해 서로의 상처를 보듬으며 성장해가는 진실한 가족의 사랑 이야기를 담은 드라마,신윤섭,민연홍,,정지우,,,임주환,강소라,강별,최태준,,,,,
수상한 가정부,미스터리,가족,2013-09-23,2013-11-26,"월, 화",오후 10:00,20,sbs,따뜻한 말 한마디,엄마를 잃고 아빠와 4남매가 사는 가정에 어느 날 절대 웃지 않는 정체불명의 가정부가 들어오면서 시작되는 이야기를 그린 드라마,김형식,,,백운철,,,최지우,이성재,왕지혜,김소현,,,,,
푸른거탑 제로,시트콤,,2013-09-11,2013-11-20,수,오후 11:00,11,tvn,,민간인에서 군인으로 거듭나야 하는 남자들의 멘탈붕괴와 성장을 그리는 시트콤,민진기,,,김기호,,,이준혁,윤진영,최종훈,김동현,,,,,
막돼먹은 영애씨 시즌12,,,2013-07-18,2013-11-14,목,오후 11:00,18,tvn,식샤를 합시다,노처녀 캐릭터를 중심으로 대한민국 직장인의 현실을 담아낸 드라마,한상재,윤재순,,명수현,한설희,백선우,김현숙,송민형,김정하,윤서현,,,,,
비밀,멜로,서스펜스,2013-09-25,2013-11-14,"수, 목",오후 10:00,16,kbs2,예쁜 남자,사랑이 없다고 믿었던 남자와 사랑에 배신당한 여자의 멜로를 그린 드라마,이응복,백상훈,,유보라,최호철,,지성,황정음,배수빈,이다희,,,,,
지성이면 감천,,,2013-04-29,2013-11-01,월~금,오후 8:25,135,kbs1,사랑은 노래를 타고,어린 시절 입양된 주인공이 친엄마와 재회한 후 입양가족과 친가족 사이에서 혼란을 겪다가 갈등을 극복하고 정체성을 세워가며 새로운 사랑을 찾고 가족을 만들어 나가는 이야기,김명욱,,,김현희,강성진,,박세영,이지,유건,박재정,,,,,
결혼의 여신,가족,,2013-06-29,2013-10-27,"토, 일",오후 9:55,36,sbs,세 번 결혼하는 여자,서로 다른 가치관과 인생관을 지닌 커플들의 사랑과 갈등을 통해 결혼의 진정한 의미와 소중함을 되돌아보는 이야기,오진석,,,조정선,,,남상미,조민수,김지훈,이상우,,,,,
스캔들 : 매우 충격적이고 부도덕한 사건,휴머니즘,서스펜스,2013-06-29,2013-10-27,"토, 일",오후 9:55,36,mbc,황금무지개,열혈 형사 하은중이 우아미를 만나 얼떨결에 스캔들에 휘말리면서 아버지가 자신을 유괴한 유괴범임을 알게 됨과 동시에 진정한 사랑을 찾는 이야기,김진만,박재범,,배유미,,,조재현,김재원,박상민,신은경,,,,,
불의 여신 정이,사극,,2013-07-01,2013-10-22,"월, 화",오후 10:00,32,mbc,기황후,조선시대 최초의 여성 사기장인 백파선의 파란만장한 삶과 사랑을 다룬 드라마,박성수,정대윤,,권순규,이서윤,,문근영,이상윤,박건형,김범,,,,,
굿 닥터,의학,휴머니즘,2013-08-05,2013-10-08,"월, 화",오후 10:00,20,kbs2,미래의 선택,대학병원 소아외과를 배경으로 펼쳐지는 전문의들의 노력과 사랑을 담은 휴먼 메디컬 드라마,기민수,김진우,,박재범,,,주원,문채원,주상욱,김민서,,,,,
그녀의 신화,,,2013-08-05,2013-10-08,"월, 화",오후 9:50,20,jtbc,네 이웃의 아내,역경을 딛고 명품가방 제작의 꿈에 도전하는 정수의 성공신화를 담아내는 휴먼터치 석세스 드라마,이승렬,,,김정아,,,최정원,김정훈,손은서,박윤재,,,,,
잘났어 정말,연속극,,2013-05-06,2013-10-04,월~금,오전 7:50,108,mbc,내 손을 잡아,사랑밖에 모르던 한 여자가 모진 시련을 딛고 성장해나가는 과정을 그린 드라마,이민수,김용민,,박지현,,,하희라,이형철,심형탁,김빈우,,,,,
주군의 태양,로맨틱 코미디,호러,2013-08-07,2013-10-03,"수, 목",오후 10:00,17,sbs,상속자들,인색하고 욕심 많은 유아독존 사장님과 음침하고 눈물 많은 영감 발달 여직원이 무섭지만 슬픈 사연을 지닌 영혼들을 위령하는 로코믹 호러 드라마,진혁,,,홍정은,홍미란,,소지섭,공효진,서인국,김유리,,,,,
구암 허준,사극,,2013-03-18,2013-09-27,월~금,오후 8:55,135,mbc,"제왕의 딸, 수백향",조선시대 명의 허준의 일대기를 다뤘던 인기 사극 '허준'을 리메이크한 드라마,김근홍,권성창,,최완규,,,김주혁,박진희,박은빈,남궁민,,,,,
투윅스,,,2013-08-07,2013-09-26,"수, 목",오후 10:00,16,mbc,메디컬 탑팀,의미없이 삶을 살다 살인누명까지 쓴 한 남성이 자신에게 백혈병에 걸린 어린 딸이 있다는 사실을 알게 되어 딸의 생명을 구하기 위해 고군분투하는 2주 간의 이야기,손형석,최정규,,소현경,,,이준기,김소연,류수영,박하선,,,,,
금 나와라 뚝딱!,,,2013-04-06,2013-09-22,"토, 일",오후 8:40,50,mbc,사랑해서 남주나,중산층의 허세와 실상을 풍자적으로 그려내면서 결혼과 가족의 의미를 찾으려는 가족 드라마,이형선,윤지훈,,하청옥,,,한지혜,연정훈,이태성,이수경,,,,,
원더풀 마마,,,2013-04-13,2013-09-22,"토, 일",오후 8:45,48,sbs,열애,"잘 나가는 사채업자인 한 어머니가 치매 환자가 된 뒤, 세 자녀와 풍랑을 헤쳐나가는 이야기",윤류해,안길호,,박현주,,,배종옥,정유미,김지석,박보검,,,,,
세상에서 가장 위대한 일,,,2013-09-19,2013-09-19,목,오전 9:30,2,mbc,,"10대 부부, 입양아 등 사회적 주제를 담은 로맨틱 코미디 드라마",이은규,,,강하지은,,,최윤영,이상엽,전민준,구재이,,,,,
미친 사랑,연속극,,2013-04-08,2013-09-17,월~금,오전 9:45,100,tvn,,"보육원에서 자란 여주인공 미소가 자신에게 첫 눈에 반한 대기업 아들 민재와 결혼해 단란한 가정을 꿈꾸지만 진흙탕 같은 결혼생활을 하다 끝내 가족들에게 버려지고, 가장 절실한 사랑 경수와 사랑에 빠지는 격정멜로 드라마",이창한,,,정혜원,장수원,나승현,박선영,고세원,허태희,김연주,,,,,
황금의 제국,시대극,경제,2013-07-01,2013-09-17,"월, 화",오후 10:00,24,sbs,수상한 가정부,1990년대 초부터 20여 년에 이르는 한국경제의 격동기 제왕 자리를 두고 가족 사이에 벌어지는 쟁탈전을 그린 가족 정치극,조남국,,,박경수,,,고수,이요원,손현주,류승수,,,,,
후아유,,,2013-07-29,2013-09-17,"월, 화",오후 11:10,16,tvn,,"6년 동안 혼수상태에 빠졌다가 깨어난 뒤 영혼을 보는 남다른 눈을 가진 시온과 오직 직접 보고 만진 것만 믿는 사실우선주의 건우, 두 남녀를 중심으로 펼쳐지는 고스트멜로 드라마",조현탁,,,문지영,반기리,,소이현,옥택연,김재욱,김창완,,,,,
연애를 기대해,로맨스,,2013-09-11,2013-09-12,"수, 목",오후 10:00,2,kbs2,비밀,"각양각색의 연애 스타일을 지닌, 톡톡 튀는 4명의 남녀가 연애를 하면서 벌어지는 다양한 사건들을 그린 드라마",이은진,,,주화미,,,보아,최다니엘,임시완,김지원,,,,,
궁중잔혹사 - 꽃들의 전쟁,,,2013-03-23,2013-09-08,"토, 일",오후 8:45,50,jtbc,맏이,자신의 야욕을 이루기 위해 인조를 움직여 소현세자를 독살시키고 세자빈 강씨를 음해한 조선 최고의 팜므파탈 소용 조씨와 사랑과 권력을 쟁취하기 위해 스스로 악마가 되어간 왕의 여인들의 처절한 암투를 다룬 이야기,노종찬,,,정하연,,,김현주,이덕화,송선미,정성모,,,,,
칼과 꽃,무협,첩보,2013-07-03,2013-09-05,"수, 목",오후 10:00,20,kbs2,연애를 기대해,고구려 영류왕의 딸 무영이 아버지를 죽인 연개소문의 서자 연충과 사랑에 빠진 뒤 복수와 사랑 사이에서 갈등하는 내용의 드라마,김용수,박진석,,권민수,,,김옥빈,엄태웅,김영철,최민수,,,,,
환상거탑,판타지,,2013-07-17,2013-09-04,수,오후 11:00,8,tvn,푸른거탑 제로,"만화적인 상상력과 미스터리, 스릴러를 섞은 이야기를 담은 판타지 옴니버스 드라마",이성원,,,김기호,이광근,,강성진,이하린,남성진,조달환,,,,,
최고다 이순신,가족,휴머니즘,2013-03-09,2013-08-25,"토, 일",오후 7:55,50,kbs2,왕가네 식구들,아버지의 죽음을 계기로 뜻하지 않은 운명의 소용돌이에 휩쓸리게 된 엄마와 막내딸의 행복 찾기와 그녀의 사랑이야기,윤성식,,,정유경,,,아이유,조정석,고주원,이미숙,,,,,
일말의 순정,시트콤,,2013-02-18,2013-08-14,월~금,오후 7:45,125,kbs2,루비반지,"학교 성적과 교우 관계, 짝사랑 등 고민을 안고 살아가지만 어른보다 철든 고등학생들과 한창 일할 시기에 때이른 퇴직 걱정을 하며 10대보다 더 연예인을 좋아하는 아이 같은 어른들의 사랑을 그린 시트콤",권재영,강봉규,서주완,최수영,,,이재룡,도지원,전미선,권기선,,,,,
당신의 여자,멜로,,2013-02-18,2013-08-02,월~금,오전 8:30,120,sbs,두 여자의 방,"교통사고의 가해자 진구와 결혼하지만, 6년 후 서서히 기억을 회복해 자신이 운명처럼 사랑했던 남자 정훈을 만나게 되면서 벌어지는 유정의 이야기",정효,,,이도영,,,이유리,박윤재,임호,박영린,,,,,
몬스타,로맨스,음악,2013-05-17,2013-08-02,금,오후 9:50,12,tvn,,"평범하기 짝이 없는 일반고교에 벌어진 특별하고도 엄청난 사건! 당대 최고의 아이돌 스타가 학교로 돌아온다는 소식이 전해지고, 적막하고 따분하던 학교는 연일 술렁이기 시작한다. 스타의 등장! 그런데 웬걸, 뉴질랜드에서 양을 치며 살았다는 엉뚱한 전학생과 '짝'을 하겠단다.",김원석,,,정윤정,,,용준형,하연수,강하늘,안내상,,,,,
가시꽃,연속극,,2013-02-04,2013-08-01,월~금,오후 8:10,120,jtbc,더 이상은 못 참아,"성폭행과 가족의 죽음, 사랑하는 남자의 배신 등을 경험한 세미가 거대 기업과 권력가들을 상대로 벌이는 복수극을 그린 드라마",김도형,김가람,,이홍구,,,장신영,강경준,서도영,김사희,,,,,
너의 목소리가 들려,판타지,법정,2013-06-05,2013-08-01,"수, 목",오후 10:00,18,sbs,주군의 태양,"속물 국선전담변호사 장혜성과 사람의 마음을 읽는 신비의 초능력 소년 박수하, 바른 생활 사나이 차관우가 만나며 벌어지는 사건들을 흥미진진하게 그린 드라마",조수원,,,박혜련,,,이보영,이종석,윤상현,이다희,,,,,
여왕의 교실,교육,,2013-06-12,2013-08-01,"수, 목",오후 10:00,16,mbc,투윅스,까탈스럽고 차가운 성격의 여교사가 초등학교 담임선생님으로 부임한 뒤 벌어지는 에피소드를 담은 드라마,이동윤,,,김원석,김은희,,고현정,김향기,천보근,김새론,,,,,
드라마 스페셜 - 사춘기 메들리,,,2013-07-10,2013-07-31,수,오후 11:10,4,kbs2,,시골의 한 고등학교를 배경으로 풋풋한 고등학생들의 사춘기를 그린 드라마,김성윤,,,김보연,,,곽동연,이세영,곽정욱,최태준,,,,,
무정도시,,,2013-05-27,2013-07-30,"월, 화",오후 9:50,20,jtbc,그녀의 신화,마약 조직 해체를 위해 분투하는 경찰과 거대 마약 조직의 대결을 중심으로 인간의 욕망과 고뇌를 그린 드라마,이정효,,,유성열,,,정경호,남규리,이재윤,손창민,,,,,
상어,서스펜스,,2013-05-27,2013-07-30,"월, 화",오후 10:00,20,kbs2,굿 닥터,복수를 위해 사랑하는 여인에게 칼을 겨누는 남자와 첫사랑에 흔들리고 아파하는 여자의 지독한 사랑과 운명을 그린 드라마,박찬홍,차영훈,,김지우,,,김남길,손예진,하석진,이하늬,,,,,
연애조작단 시라노 ,,,2013-05-27,2013-07-16,"월, 화",오후 11:00,16,tvn,후아유,연애에 서투른 사람들을 대신해 사랑을 이뤄주는 '연애조작단'을 중심으로 한 사랑과 연애에 대한 달달한 이야기,강경훈,,,신재원,,,이종혁,수영,이천희,홍종현,,,,,
푸른거탑,시트콤,,2013-01-23,2013-07-10,수,오후 11:00,25,tvn,,군대를 배경으로 '말년 병장'을 비롯한 분대원들이 그리는 좌충우돌 군대이야기,민진기,,,김기호,서동범,신명화,최종훈,김재우,김호창,백봉기,,,,,
우와한 녀,,,2013-04-18,2013-07-04,목,오후 11:00,12,tvn,,"겉으로는 대한민국 대표 스타 잉꼬부부, 알고 보면 빈 껍데기 쇼윈도 부부의 비밀스런 사생활과, 이를 둘러싼 파란만장 가족사를 그린 드라마",김철규,,,배종병,박은혜,,오현경,박성웅,진영,한정수,,,,,
