JB
Joseph Lee
T.O.P,푸르덴셜 아이 어워즈 비주얼 컬쳐 어워드부문,2015,제50회 저축의 날 금융위원장 표창,2013,제18회 부산국제영화제 아시아스타어워즈 신인상,2013,제47회 백상예술대상 영화부문 남자 인기상,2011,제47회 백상예술대상 영화부문 남자 신인연기상,2011,제8회 맥스무비 최고의 영화상 최고의 남자신인배우상,2011,"제31회 청룡영화상 신인남우상, 인기스타상",2010,제3회 스타일아이콘어워즈 뉴스타일아이콘 영화배우상,2010,제47회 대종상영화제 한류인기상,2010
강민경,제10회 MKMF 여자 신인상,2008
강성연,SBS 연기대상 연속극 부문 여자 우수연기상,2010,제1회 대한민국 주얼리 어워드 루비상,2008,제27회 청룡영화상 인기상,2006,제43회 대종상영화제 여자인기상,2006,SBS 연기대상 우수연기상,2000,SBS 연기대상 신인상,1999,KBS 연기대상 신인상,1998,MBC 연기대상 포토제닉상,1996
강소라,MBC 연기대상 미니시리즈부문 여자 우수연기상,2015,한국광고주대회 광고주가 뽑은 좋은 모델상,2015,제7회 코리아 드라마 어워즈 여자 우수상,2014,제9회 아시아모델상시상식 인기스타상,2014,SBS 연기대상 뉴스타상,2013,MBC 방송연예대상 쇼버라이어티부문 인기상,2012,제48회 백상예술대상 영화부문 여자 인기상,2012,제20회 부일영화상 신인 여자 연기상,2011,제5회 Mnet 20's Choice 핫 무비스타상,2011
강신일,KBS 연기대상 남자 조연상,2005,동아연극상 최우수연기상,1999,서울국제연극제 연기상,1999,서울연극제 현대연극상 연기상,1995
강지환,제9회 아시아모델상시상식 아시아스타상,2014,제5회 대한민국 대학영화제 남자신인상,2009,제46회 대종상영화제 신인남우상,2009,제10회 부산영화평론가협회상 신인남우상,2009,제45회 백상예술대상 영화부문 남자 신인연기상,2009,KBS 연기대상 베스트커플상,2008,KBS 연기대상 네티즌상,2008,제7회 대한민국 영화대상 신인남우상,2008,제29회 청룡영화상 남우신인상,2008,제28회 한국영화평론가협회상 신인남우상,2008,제44회 백상예술대상 TV부문 남자인기상,2008,KBS 연기대상 미니수목드라마부문 베스트커플상,2007,KBS 연기대상 미니수목드라마부문 남자 우수연기상,2007,MBC 연기대상 우수상,2005,MBC 연기대상 신인상,2005
강태오,KBS 연기대상 남자 신인상 (조선로코 - 녹두전),2019
강하늘,제15회 서울드라마어워즈 한류드라마부문 남자연기상 (동백꽃 필 무렵),2020,제47회 한국방송대상 연기자상 (동백꽃 필 무렵),2020,제56회 백상예술대상 TV부문 남자 최우수연기상 (동백꽃 필 무렵),2020,KBS 연기대상 남자 최우수상 (동백꽃 필 무렵),2019,KBS 연기대상 베스트 커플상 (동백꽃 필 무렵),2019,KBS 연기대상 네티즌상 (동백꽃 필 무렵),2019,SAF 연기대상 판타지드라마부문 남자 우수연기상,2016,제21회 춘사영화상 신인남우상,2016,제35회 황금촬영상 시상식 신인남우상,2015,SBS 연기대상 뉴스타상,2014
강혜정,제43회 대종상영화제 여우조연상,2006,제1회 프리미어 라이징 스타 어워즈 여우주연상,2005,제4회 대한민국영화대상 여우조연상,2005,제26회 청룡영화상 여우조연상,2005,제6회 부산영화평론가협회상 여우주연상,2005,제24회 한국영화평론가협회상 신인여우상,2004,청룡영화제 여우조연상,2003,부천판타스틱영화제 여우주연상,2001
강훈
고경표,SAF 연기대상 뉴스타상,2016
고두심,KBS 연기대상 대상,2015,SBS 연기대상 중편드라마부문 여자 특별연기상,2014,KBS 휴먼대상 사랑나눔상,2011,옥관문화훈장,2007,제28회 황금 촬영상 최우수 인기여우상,2005,제14회 한국 가톨릭 매스컴상 대상,2004,제12회 춘사 나운규 영화예술제 여우조연상,2004,KBS 연기대상 대상,2004,MBC 연기대상 대상,2004,제3회 대한민국 영화대상 여우조연상,2004,제31회 한국방송대상 탤런트상,2004,MBC 연기대상 특별상,2001,SBS 연기대상 대상,2000,SBS 연기대상 빅스타상,2000,MBC 자랑스런 탤런트상,1998,제주도문화상,1997,제29회 백상예술대상 TV부문 대상,1993,제29회 백상예술대상 여자최우수연기상,1993,MBC 연기대상 대상,1990,제26회 백상예술대상 TV부문 여자최우수연기상,1990,KBS 연기대상 대상,1989,제25회 백상예술대상 인기상,1989,제21회 백상예술대상 인기상,1985,제22회 대종상영화제 여우조연상,1983,아시아 태평양영화제 최우수 여자 조연상,1982,제13회 백상예술대상 TV부문 신인상,1977
고성희,MBC 연기대상 여자 신인상,2014
고소영,제4회 스타일 아이콘 어워즈 본상,2011,제38회 대종상 여우주연상,2001,모범납세 연예인 대통령표창,2000,백상예술대상 영화부문 인기상,2000,MBC 연기대상 여자신인상,1994,백상예술대상 TV부문 여자신인상,1993
고아라,스타일아이콘어워즈 본상,2014,제3회 앙드레김베스트스타어워드 신인상,2007,제43회 백상예술대상 TV부문 여자신인연기상,2007,SBS 연기대상 뉴스타상,2006,KBS 연기대상 청소년연기상,2004
고아성,SBS 연기대상 중편드라마부문 여자 우수연기상,2015,제25회 판시네 판타스틱 영화제 여우주연상,2015,SBS 연기대상 뉴스타상,2015,제51회 백상예술대상 TV부문 여자 신인연기상,2015,전주국제영화제 제3회 모엣 라이징 스타 어워드 라이징스타상,2014,제1회 대한민국영화연기대상 영스타상,2007,제27회 청룡영화상 신인여우상,2006,제9회 디렉터스 컷 시상식 올해의 연기자상,2006
고원희,제10회 코리아드라마어워즈 여자신인상,2017
고창석,제20회 부일영화상 남우 조연상,2011,제18회 이천춘사대상영화제 남우조연상,2010
